categoria,capitulo,descricao_categoria,grupo,sub_categoria,descricao_subcategoria,descricao_grupo,descricao_capitulo
X18,XX,Contato com outros metais quentes,X10-X19,X186,Contato com outros metais quentes - áreas industriais e em construção,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X18,XX,Contato com outros metais quentes,X10-X19,X187,Contato com outros metais quentes - fazenda,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X18,XX,Contato com outros metais quentes,X10-X19,X188,Contato com outros metais quentes - outros locais especificados,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X18,XX,Contato com outros metais quentes,X10-X19,X189,Contato com outros metais quentes - local não especificado,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X19,XX,Contato com outras fontes de calor ou com substâncias quentes não especificados,X10-X19,X190,Contato com outras fontes de calor ou com substâncias quentes não especificados - residência,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X19,XX,Contato com outras fontes de calor ou com substâncias quentes não especificados,X10-X19,X191,Contato com outras fontes de calor ou com substâncias quentes não especificados - habitação coletiva,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X19,XX,Contato com outras fontes de calor ou com substâncias quentes não especificados,X10-X19,X192,"Contato com outras fontes de calor ou com substâncias quentes não especificados - escolas, outras instituições e áreas de administração pública",Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X19,XX,Contato com outras fontes de calor ou com substâncias quentes não especificados,X10-X19,X193,Contato com outras fontes de calor ou com substâncias quentes não especificados - área para a prática de esportes e atletismo,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X19,XX,Contato com outras fontes de calor ou com substâncias quentes não especificados,X10-X19,X194,Contato com outras fontes de calor ou com substâncias quentes não especificados - rua e estrada,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X19,XX,Contato com outras fontes de calor ou com substâncias quentes não especificados,X10-X19,X195,Contato com outras fontes de calor ou com substâncias quentes não especificados - áreas de comércio e de serviços,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X19,XX,Contato com outras fontes de calor ou com substâncias quentes não especificados,X10-X19,X196,Contato com outras fontes de calor ou com substâncias quentes não especificados - áreas industriais e em construção,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X19,XX,Contato com outras fontes de calor ou com substâncias quentes não especificados,X10-X19,X197,Contato com outras fontes de calor ou com substâncias quentes não especificados - fazenda,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X19,XX,Contato com outras fontes de calor ou com substâncias quentes não especificados,X10-X19,X198,Contato com outras fontes de calor ou com substâncias quentes não especificados - outros locais especificados,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X19,XX,Contato com outras fontes de calor ou com substâncias quentes não especificados,X10-X19,X199,Contato com outras fontes de calor ou com substâncias quentes não especificados - local não especificado,Contato com uma fonte de calor ou com substâncias quentes,  Causas externas de morbidade e mortalidade
X20,XX,Contato com serpentes e lagartos venenosos,X20-X29,X200,Contato com serpentes e lagartos venenosos - residência,Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X20,XX,Contato com serpentes e lagartos venenosos,X20-X29,X201,Contato com serpentes e lagartos venenosos - habitação coletiva,Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X20,XX,Contato com serpentes e lagartos venenosos,X20-X29,X202,"Contato com serpentes e lagartos venenosos - escolas, outras instituições e áreas de administração pública",Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X20,XX,Contato com serpentes e lagartos venenosos,X20-X29,X203,Contato com serpentes e lagartos venenosos - área para a prática de esportes e atletismo,Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X20,XX,Contato com serpentes e lagartos venenosos,X20-X29,X204,Contato com serpentes e lagartos venenosos - rua e estrada,Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X20,XX,Contato com serpentes e lagartos venenosos,X20-X29,X205,Contato com serpentes e lagartos venenosos - áreas de comércio e de serviços,Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X20,XX,Contato com serpentes e lagartos venenosos,X20-X29,X206,Contato com serpentes e lagartos venenosos - áreas industriais e em construção,Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X20,XX,Contato com serpentes e lagartos venenosos,X20-X29,X207,Contato com serpentes e lagartos venenosos - fazenda,Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X20,XX,Contato com serpentes e lagartos venenosos,X20-X29,X208,Contato com serpentes e lagartos venenosos - outros locais especificados,Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X20,XX,Contato com serpentes e lagartos venenosos,X20-X29,X209,Contato com serpentes e lagartos venenosos - local não especificado,Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X21,XX,Contato com aranhas venenosas,X20-X29,X210,Contato com aranhas venenosas - residência,Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X21,XX,Contato com aranhas venenosas,X20-X29,X211,Contato com aranhas venenosas - habitação coletiva,Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X21,XX,Contato com aranhas venenosas,X20-X29,X212,"Contato com aranhas venenosas - escolas, outras instituições e áreas de administração pública",Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X21,XX,Contato com aranhas venenosas,X20-X29,X213,Contato com aranhas venenosas - área para a prática de esportes e atletismo,Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X21,XX,Contato com aranhas venenosas,X20-X29,X214,Contato com aranhas venenosas - rua e estrada,Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X21,XX,Contato com aranhas venenosas,X20-X29,X215,Contato com aranhas venenosas - áreas de comércio e de serviços,Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X21,XX,Contato com aranhas venenosas,X20-X29,X216,Contato com aranhas venenosas - áreas industriais e em construção,Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X21,XX,Contato com aranhas venenosas,X20-X29,X217,Contato com aranhas venenosas - fazenda,Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X21,XX,Contato com aranhas venenosas,X20-X29,X218,Contato com aranhas venenosas - outros locais especificados,Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X21,XX,Contato com aranhas venenosas,X20-X29,X219,Contato com aranhas venenosas - local não especificado,Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X22,XX,Contato com escorpiões,X20-X29,X220,Contato com escorpiões - residência,Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X22,XX,Contato com escorpiões,X20-X29,X221,Contato com escorpiões - habitação coletiva,Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X22,XX,Contato com escorpiões,X20-X29,X222,"Contato com escorpiões - escolas, outras instituições e áreas de administração pública",Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X22,XX,Contato com escorpiões,X20-X29,X223,Contato com escorpiões - área para a prática de esportes e atletismo,Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X22,XX,Contato com escorpiões,X20-X29,X224,Contato com escorpiões - rua e estrada,Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X22,XX,Contato com escorpiões,X20-X29,X225,Contato com escorpiões - áreas de comércio e de serviços,Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X22,XX,Contato com escorpiões,X20-X29,X226,Contato com escorpiões - áreas industriais e em construção,Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X22,XX,Contato com escorpiões,X20-X29,X227,Contato com escorpiões - fazenda,Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X22,XX,Contato com escorpiões,X20-X29,X228,Contato com escorpiões - outros locais especificados,Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X22,XX,Contato com escorpiões,X20-X29,X229,Contato com escorpiões - local não especificado,Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X23,XX,"Contato com abelhas, vespas e vespões",X20-X29,X230,"Contato com abelhas, vespas e vespões - residência",Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X23,XX,"Contato com abelhas, vespas e vespões",X20-X29,X231,"Contato com abelhas, vespas e vespões - habitação coletiva",Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X23,XX,"Contato com abelhas, vespas e vespões",X20-X29,X232,"Contato com abelhas, vespas e vespões - escolas, outras instituições e áreas de administração pública",Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X23,XX,"Contato com abelhas, vespas e vespões",X20-X29,X233,"Contato com abelhas, vespas e vespões - área para a prática de esportes e atletismo",Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X23,XX,"Contato com abelhas, vespas e vespões",X20-X29,X234,"Contato com abelhas, vespas e vespões - rua e estrada",Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X23,XX,"Contato com abelhas, vespas e vespões",X20-X29,X235,"Contato com abelhas, vespas e vespões - áreas de comércio e de serviços",Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X23,XX,"Contato com abelhas, vespas e vespões",X20-X29,X236,"Contato com abelhas, vespas e vespões - áreas industriais e em construção",Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
X23,XX,"Contato com abelhas, vespas e vespões",X20-X29,X237,"Contato com abelhas, vespas e vespões - fazenda",Contato com animais e plantas venenosos,  Causas externas de morbidade e mortalidade
